Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180181390|000010|0056|0001|AVGHR208/A/S|2|PC|2000052252|000010|20210517||||||||
O|0180181390|000020|0056|0001|AVGHR208/A/M|2|PC|2000052252|000020|20210517||||||||
O|0180181390|000030|0056|0001|AVGHR208/A/L|2|PC|2000052252|000030|20210517||||||||
O|0180181390|000040|0056|0001|AVGHR208/A/5|3|PC|2000052252|000040|20210517||||||||
O|0180181390|000050|0056|0001|AVGHR208/A/7|2|PC|2000052252|000050|20210517||||||||
O|0180181390|000060|0056|0001|AVGHR208/A/9|3|PC|2000052252|000060|20210517||||||||
O|0180181390|000070|0056|0001|AVGHR208/A/11|3|PC|2000052252|000070|20210517||||||||
O|0180181390|000080|0056|0001|AVGHR208/A/13|2|PC|2000052252|000080|20210517||||||||
O|0180181390|000090|0056|0001|SPDRN295/NV/A/S|9|PC|2000052252|000090|20210517||||||||
O|0180181390|000100|0056|0001|SPDRN295/NV/A/M|4|PC|2000052252|000100|20210517||||||||
O|0180181390|000110|0056|0001|SPDRN295/NV/A/L|6|PC|2000052252|000110|20210517||||||||
O|0180181390|000120|0056|0001|SPDRN295/NV/A/5|1|PC|2000052252|000120|20210517||||||||
O|0180181390|000130|0056|0001|SPDRN295/NV/A/7|2|PC|2000052252|000130|20210517||||||||
O|0180181390|000140|0056|0001|SPDRN295/NV/A/11|1|PC|2000052252|000140|20210517||||||||
O|0180181390|000150|0056|0001|SPDRN295/NV/A/13|1|PC|2000052252|000150|20210517||||||||
O|0180181390|000160|0056|0001|SPDRHR05/A/S|8|PC|2000052252|000160|20210517||||||||
O|0180181390|000170|0056|0001|SPDRHR05/A/M|7|PC|2000052252|000170|20210517||||||||
O|0180181390|000180|0056|0001|SPDRHR05/A/L|3|PC|2000052252|000180|20210517||||||||
O|0180181390|000190|0056|0001|SPDRHR05/A/5|4|PC|2000052252|000190|20210517||||||||
O|0180181390|000200|0056|0001|SPDRHR05/A/7|2|PC|2000052252|000200|20210517||||||||
O|0180181390|000210|0056|0001|AVGN242/A/5|1|PC|2000052252|000210|20210517||||||||
O|0180181390|000220|0056|0001|AVGN242/A/7|1|PC|2000052252|000220|20210517||||||||
O|0180181390|000230|0056|0001|AVGN242/A/11|2|PC|2000052252|000230|20210517||||||||
O|0180181390|000240|0056|0001|AVGN242/A/13|1|PC|2000052252|000240|20210517||||||||
