Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180178688|000010|0056|0001|SWMA7/A/S|2|PC|2000051725|000010|20210418||||||||
O|0180178688|000020|0056|0001|SWMA7/A/M|2|PC|2000051725|000020|20210418||||||||
O|0180178688|000030|0056|0001|SWMA7/A/L|2|PC|2000051725|000030|20210418||||||||
O|0180178688|000040|0056|0001|SWMA7/A/5|2|PC|2000051725|000040|20210418||||||||
O|0180178688|000050|0056|0001|SWMA7/A/7|2|PC|2000051725|000050|20210418||||||||
O|0180178688|000060|0056|0001|SWMA7/A/9|2|PC|2000051725|000060|20210418||||||||
O|0180178688|000070|0056|0001|SWMA7/A/11|2|PC|2000051725|000070|20210418||||||||
O|0180178688|000080|0056|0001|SWMA7/A/13|2|PC|2000051725|000080|20210418||||||||
O|0180178688|000090|0056|0001|SWMA8/A/S|2|PC|2000051725|000090|20210418||||||||
O|0180178688|000100|0056|0001|SWMA8/A/M|2|PC|2000051725|000100|20210418||||||||
O|0180178688|000110|0056|0001|SWMA8/A/L|2|PC|2000051725|000110|20210418||||||||
O|0180178688|000120|0056|0001|SWMA8/A/5|2|PC|2000051725|000120|20210418||||||||
O|0180178688|000130|0056|0001|SWMA8/A/7|2|PC|2000051725|000130|20210418||||||||
O|0180178688|000140|0056|0001|SWMA8/A/9|2|PC|2000051725|000140|20210418||||||||
O|0180178688|000150|0056|0001|SWMA8/A/11|2|PC|2000051725|000150|20210418||||||||
O|0180178688|000160|0056|0001|SWMA9/A/S|2|PC|2000051725|000160|20210418||||||||
O|0180178688|000170|0056|0001|SWMA9/A/M|2|PC|2000051725|000170|20210418||||||||
O|0180178688|000180|0056|0001|SWMA9/A/L|2|PC|2000051725|000180|20210418||||||||
O|0180178688|000190|0056|0001|SWMA9/A/5|2|PC|2000051725|000190|20210418||||||||
O|0180178688|000200|0056|0001|SWMA9/A/7|2|PC|2000051725|000200|20210418||||||||
O|0180178688|000210|0056|0001|SWMA9/A/9|2|PC|2000051725|000210|20210418||||||||
O|0180178688|000220|0056|0001|SWMA9/A/11|2|PC|2000051725|000220|20210418||||||||
O|0180178688|000230|0056|0001|SWMA1/D/S|3|PC|2000051725|000230|20210418||||||||
O|0180178688|000240|0056|0001|SWMA1/D/M|4|PC|2000051725|000240|20210418||||||||
O|0180178688|000250|0056|0001|SWMA1/D/L|3|PC|2000051725|000250|20210418||||||||
O|0180178688|000260|0056|0001|SWMA1/D/XL|3|PC|2000051725|000260|20210418||||||||
O|0180178688|000270|0056|0001|SWMA1/D/XXL|3|PC|2000051725|000270|20210418||||||||
O|0180178688|000280|0056|0001|SWMA2/D/S|2|PC|2000051725|000280|20210418||||||||
O|0180178688|000290|0056|0001|SWMA2/D/M|5|PC|2000051725|000290|20210418||||||||
O|0180178688|000300|0056|0001|SWMA2/D/L|5|PC|2000051725|000300|20210418||||||||
O|0180178688|000310|0056|0001|SWMA2/D/XL|2|PC|2000051725|000310|20210418||||||||
O|0180178688|000320|0056|0001|SWMA2/D/XXL|4|PC|2000051725|000320|20210418||||||||
O|0180178688|000330|0056|0001|SWMA3/D/S|2|PC|2000051725|000330|20210418||||||||
O|0180178688|000340|0056|0001|SWMA3/D/M|2|PC|2000051725|000340|20210418||||||||
O|0180178688|000350|0056|0001|SWMA3/D/L|2|PC|2000051725|000350|20210418||||||||
O|0180178688|000360|0056|0001|SWMA3/D/XL|2|PC|2000051725|000360|20210418||||||||
O|0180178688|000370|0056|0001|SWMA3/D/XXL|2|PC|2000051725|000370|20210418||||||||
O|0180178688|000380|0056|0001|SWMA4/D/BK/S|4|PC|2000051725|000380|20210418||||||||
O|0180178688|000390|0056|0001|SWMA4/D/BK/M|5|PC|2000051725|000390|20210418||||||||
O|0180178688|000400|0056|0001|SWMA4/D/BK/L|5|PC|2000051725|000400|20210418||||||||
O|0180178688|000410|0056|0001|SWMA4/D/BK/XL|4|PC|2000051725|000410|20210418||||||||
O|0180178688|000420|0056|0001|SWMA4/D/BK/XXL|4|PC|2000051725|000420|20210418||||||||
O|0180178688|000430|0056|0001|SWMA4/D/MT/S|3|PC|2000051725|000430|20210418||||||||
O|0180178688|000440|0056|0001|SWMA4/D/MT/M|5|PC|2000051725|000440|20210418||||||||
O|0180178688|000450|0056|0001|SWMA4/D/MT/L|5|PC|2000051725|000450|20210418||||||||
O|0180178688|000460|0056|0001|SWMA4/D/MT/XL|2|PC|2000051725|000460|20210418||||||||
O|0180178688|000470|0056|0001|SWMA4/D/MT/XXL|3|PC|2000051725|000470|20210418||||||||
O|0180178688|000480|0056|0001|SWMA5/D/NV/S|4|PC|2000051725|000480|20210418||||||||
O|0180178688|000490|0056|0001|SWMA5/D/NV/M|5|PC|2000051725|000490|20210418||||||||
O|0180178688|000500|0056|0001|SWMA5/D/NV/L|5|PC|2000051725|000500|20210418||||||||
O|0180178688|000510|0056|0001|SWMA5/D/NV/XL|5|PC|2000051725|000510|20210418||||||||
O|0180178688|000520|0056|0001|SWMA5/D/NV/XXL|3|PC|2000051725|000520|20210418||||||||
O|0180178688|000530|0056|0001|SWMA5/D/MT/S|2|PC|2000051725|000530|20210418||||||||
O|0180178688|000540|0056|0001|SWMA5/D/MT/M|5|PC|2000051725|000540|20210418||||||||
O|0180178688|000550|0056|0001|SWMA5/D/MT/L|4|PC|2000051725|000550|20210418||||||||
O|0180178688|000560|0056|0001|SWMA5/D/MT/XL|4|PC|2000051725|000560|20210418||||||||
O|0180178688|000570|0056|0001|SWMA5/D/MT/XXL|3|PC|2000051725|000570|20210418||||||||
O|0180178688|000580|0056|0001|SWMA6/D/BK/S|4|PC|2000051725|000580|20210418||||||||
O|0180178688|000590|0056|0001|SWMA6/D/BK/M|4|PC|2000051725|000590|20210418||||||||
O|0180178688|000600|0056|0001|SWMA6/D/BK/L|4|PC|2000051725|000600|20210418||||||||
O|0180178688|000610|0056|0001|SWMA6/D/BK/XL|4|PC|2000051725|000610|20210418||||||||
O|0180178688|000620|0056|0001|SWMA6/D/BK/XXL|4|PC|2000051725|000620|20210418||||||||
O|0180178688|000630|0056|0001|SWMA6/D/MT/S|2|PC|2000051725|000630|20210418||||||||
O|0180178688|000640|0056|0001|SWMA6/D/MT/M|5|PC|2000051725|000640|20210418||||||||
O|0180178688|000650|0056|0001|SWMA6/D/MT/L|6|PC|2000051725|000650|20210418||||||||
