Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180179238|000010|0056|0001|CSB455B/22|2|PC|2000051873|000010|20210424||||||||
O|0180179238|000020|0056|0001|CSB455B/23|2|PC|2000051873|000020|20210424||||||||
O|0180179238|000030|0056|0001|CSB455B/24|2|PC|2000051873|000030|20210424||||||||
O|0180179238|000040|0056|0001|CSB455B/25|2|PC|2000051873|000040|20210424||||||||
O|0180179238|000050|0056|0001|CSB455B/26|2|PC|2000051873|000050|20210424||||||||
O|0180179238|000060|0056|0001|CSB455B/27|2|PC|2000051873|000060|20210424||||||||
O|0180179238|000070|0056|0001|AV021BR/28|2|PC|2000051873|000070|20210424||||||||
O|0180179238|000080|0056|0001|AV021BR/29|2|PC|2000051873|000080|20210424||||||||
O|0180179238|000090|0056|0001|AV021BR/30|2|PC|2000051873|000090|20210424||||||||
O|0180179238|000100|0056|0001|AV021BR/31|2|PC|2000051873|000100|20210424||||||||
O|0180179238|000110|0056|0001|AV021BR/32|2|PC|2000051873|000110|20210424||||||||
O|0180179238|000120|0056|0001|AV022GR/23|2|PC|2000051873|000120|20210424||||||||
O|0180179238|000130|0056|0001|AV022GR/24|2|PC|2000051873|000130|20210424||||||||
O|0180179238|000140|0056|0001|AV022GR/25|2|PC|2000051873|000140|20210424||||||||
O|0180179238|000150|0056|0001|AV022GR/26|2|PC|2000051873|000150|20210424||||||||
O|0180179238|000160|0056|0001|AV022GR/27|2|PC|2000051873|000160|20210424||||||||
O|0180179238|000170|0056|0001|AV022GR/28|2|PC|2000051873|000170|20210424||||||||
O|0180179238|000180|0056|0001|CST451G/22|2|PC|2000051873|000180|20210424||||||||
O|0180179238|000190|0056|0001|CST451G/23|2|PC|2000051873|000190|20210424||||||||
O|0180179238|000200|0056|0001|CST451G/24|2|PC|2000051873|000200|20210424||||||||
O|0180179238|000210|0056|0001|CST451G/25|2|PC|2000051873|000210|20210424||||||||
O|0180179238|000220|0056|0001|CST451G/26|2|PC|2000051873|000220|20210424||||||||
O|0180179238|000230|0056|0001|CST451G/27|2|PC|2000051873|000230|20210424||||||||
