Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180180391|000010|0056|0001|AVGN243/A|10|PC|2000052049|000010|20210506||||||||
O|0180180391|000020|0056|0001|AVGN248/A|10|PC|2000052049|000020|20210506||||||||
O|0180180391|000030|0056|0001|SPDRN393/D|6|PC|2000052049|000030|20210506||||||||
O|0180180391|000040|0056|0001|AVGN283/MT/D/L|5|PC|2000052049|000040|20210506||||||||
O|0180180391|000050|0056|0001|AVGN283/MT/D/M|5|PC|2000052049|000050|20210506||||||||
O|0180180391|000060|0056|0001|AVGN283/MT/D/S|5|PC|2000052049|000060|20210506||||||||
O|0180180391|000070|0056|0001|AVGN284/MT/A/S|6|PC|2000052049|000070|20210506||||||||
O|0180180391|000080|0056|0001|AVGN284/WTBK/D/L|5|PC|2000052049|000080|20210506||||||||
O|0180180391|000090|0056|0001|AVGN284/WTBK/D/M|8|PC|2000052049|000090|20210506||||||||
O|0180180391|000100|0056|0001|AVGN284/WTBK/D/S|8|PC|2000052049|000100|20210506||||||||
O|0180180391|000110|0056|0001|AVGN390/D/L|2|PC|2000052049|000110|20210506||||||||
O|0180180391|000120|0056|0001|AVGS073/A/11|6|PC|2000052049|000120|20210506||||||||
O|0180180391|000130|0056|0001|AVGS073/A/13|5|PC|2000052049|000130|20210506||||||||
O|0180180391|000140|0056|0001|AVGS073/A/5|7|PC|2000052049|000140|20210506||||||||
O|0180180391|000150|0056|0001|AVGS073/A/7|5|PC|2000052049|000150|20210506||||||||
O|0180180391|000160|0056|0001|AVGS073/A/9|6|PC|2000052049|000160|20210506||||||||
O|0180180391|000170|0056|0001|AVGS073/A/L|5|PC|2000052049|000170|20210506||||||||
O|0180180391|000180|0056|0001|AVGS073/A/M|6|PC|2000052049|000180|20210506||||||||
O|0180180391|000190|0056|0001|AVGS073/A/S|6|PC|2000052049|000190|20210506||||||||
O|0180180391|000200|0056|0001|COMICHR03/D/L|4|PC|2000052049|000200|20210506||||||||
O|0180180391|000210|0056|0001|COMICHR03/D/M|4|PC|2000052049|000210|20210506||||||||
O|0180180391|000220|0056|0001|COMICHR03/D/XL|3|PC|2000052049|000220|20210506||||||||
