Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180174087|000010|0056|0001|17230213|4|PC|2000050787|000010|20210220||||||||
O|0180174087|000020|0056|0001|17230215|4|PC|2000050787|000020|20210220||||||||
O|0180174087|000030|0056|0001|18010143|4|PC|2000050787|000030|20210220||||||||
O|0180174087|000040|0056|0001|18010144|4|PC|2000050787|000040|20210220||||||||
O|0180174087|000050|0056|0001|18010145|4|PC|2000050787|000050|20210220||||||||
O|0180174087|000060|0056|0001|18010146|4|PC|2000050787|000060|20210220||||||||
O|0180174087|000070|0056|0001|19250363|4|PC|2000050787|000070|20210220||||||||
O|0180174087|000080|0056|0001|19940042|4|PC|2000050787|000080|20210220||||||||
O|0180174087|000090|0056|0001|19940043|4|PC|2000050787|000090|20210220||||||||
O|0180174087|000100|0056|0001|20940729|4|PC|2000050787|000100|20210220||||||||
