Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180180768|000010|0056|0001|MC234/NVBR/19|6|PC|2000052041|000010|20210509||||||||
O|0180180768|000020|0056|0001|MC234/NVBR/20|6|PC|2000052041|000020|20210509||||||||
O|0180180768|000030|0056|0001|MC234/NVBR/21|6|PC|2000052041|000030|20210509||||||||
O|0180180768|000040|0056|0001|MC234/NVBR/22|6|PC|2000052041|000040|20210509||||||||
O|0180180768|000050|0056|0001|MC234/CRBR/19|6|PC|2000052041|000050|20210509||||||||
O|0180180768|000060|0056|0001|MC234/CRBR/20|6|PC|2000052041|000060|20210509||||||||
O|0180180768|000070|0056|0001|MC234/CRBR/21|6|PC|2000052041|000070|20210509||||||||
O|0180180768|000080|0056|0001|MC234/CRBR/22|6|PC|2000052041|000080|20210509||||||||
O|0180180768|000090|0056|0001|MC234/WTNV/19|6|PC|2000052041|000090|20210509||||||||
O|0180180768|000100|0056|0001|MC234/WTNV/20|6|PC|2000052041|000100|20210509||||||||
O|0180180768|000110|0056|0001|MC234/WTNV/21|6|PC|2000052041|000110|20210509||||||||
O|0180180768|000120|0056|0001|MC234/WTNV/22|6|PC|2000052041|000120|20210509||||||||
O|0180180768|000130|0056|0001|MCHXT61/BL/27|2|PC|2000052041|000130|20210509||||||||
O|0180180768|000140|0056|0001|MCHXT61/BL/28|1|PC|2000052041|000140|20210509||||||||
O|0180180768|000150|0056|0001|MCHXT61/BL/29|4|PC|2000052041|000150|20210509||||||||
O|0180180768|000160|0056|0001|MCHXT61/GY/25|2|PC|2000052041|000160|20210509||||||||
O|0180180768|000170|0056|0001|MCHXT61/GY/26|5|PC|2000052041|000170|20210509||||||||
O|0180180768|000180|0056|0001|MCHXT61/GY/28|3|PC|2000052041|000180|20210509||||||||
O|0180180768|000190|0056|0001|MCHXT61/GY/29|5|PC|2000052041|000190|20210509||||||||
O|0180180768|000200|0056|0001|MCHXT61/GY/30|4|PC|2000052041|000200|20210509||||||||
O|0180180768|000210|0056|0001|MNFYMJ01/DN/19|2|PC|2000052041|000210|20210509||||||||
O|0180180768|000220|0056|0001|MNFYMJ01/DN/20|4|PC|2000052041|000220|20210509||||||||
O|0180180768|000230|0056|0001|MNFYMJ01/DN/21|6|PC|2000052041|000230|20210509||||||||
O|0180180768|000240|0056|0001|MNFYMJ01/DN/22|3|PC|2000052041|000240|20210509||||||||
O|0180180768|000250|0056|0001|MNFYMJ01/DN/23|6|PC|2000052041|000250|20210509||||||||
O|0180180768|000260|0056|0001|MNFYMJ01/DN/24|6|PC|2000052041|000260|20210509||||||||
O|0180180768|000270|0056|0001|MNHXT56/FS/27|4|PC|2000052041|000270|20210509||||||||
O|0180180768|000280|0056|0001|MNHXT56/FS/28|1|PC|2000052041|000280|20210509||||||||
O|0180180768|000290|0056|0001|MNHXT56/FS/29|3|PC|2000052041|000290|20210509||||||||
O|0180180768|000300|0056|0001|MNHXT56/PK/29|5|PC|2000052041|000300|20210509||||||||
O|0180180768|000310|0056|0001|MNTNMJ80/DN/23|1|PC|2000052041|000310|20210509||||||||
O|0180180768|000320|0056|0001|MNTNMJ80/DN/24|1|PC|2000052041|000320|20210509||||||||
