Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180173741|000010|0056|0001|AVGN230/A/7|3|PC|2000050668|000010|20210214||||||||
O|0180173741|000020|0056|0001|AVGN230/A/5|2|PC|2000050668|000020|20210214||||||||
O|0180173741|000030|0056|0001|AVGN230/A/L|1|PC|2000050668|000030|20210214||||||||
O|0180173741|000040|0056|0001|AVGN230/A/M|1|PC|2000050668|000040|20210214||||||||
O|0180173741|000050|0056|0001|AVGN230/A/13|2|PC|2000050668|000050|20210214||||||||
O|0180173741|000060|0056|0001|AVGN230/A/11|1|PC|2000050668|000060|20210214||||||||
O|0180173741|000070|0056|0001|AVGN230/A/9|2|PC|2000050668|000070|20210214||||||||
O|0180173741|000080|0056|0001|SPDRS070/A/L|1|PC|2000050668|000080|20210214||||||||
O|0180173741|000090|0056|0001|SPDRS070/A/M|2|PC|2000050668|000090|20210214||||||||
O|0180173741|000100|0056|0001|SPDRS070/A/S|1|PC|2000050668|000100|20210214||||||||
O|0180173741|000110|0056|0001|SPDRS070/A/13|2|PC|2000050668|000110|20210214||||||||
O|0180173741|000120|0056|0001|SPDRS070/A/11|1|PC|2000050668|000120|20210214||||||||
O|0180173741|000130|0056|0001|SPDRS070/A/9|2|PC|2000050668|000130|20210214||||||||
O|0180173741|000140|0056|0001|SPDRS070/A/7|2|PC|2000050668|000140|20210214||||||||
O|0180173741|000150|0056|0001|SPDRS070/A/5|1|PC|2000050668|000150|20210214||||||||
O|0180173741|000160|0056|0001|AVGHR208/A/M|2|PC|2000050668|000160|20210214||||||||
O|0180173741|000170|0056|0001|AVGHR208/A/13|1|PC|2000050668|000170|20210214||||||||
O|0180173741|000180|0056|0001|AVGHR208/A/11|2|PC|2000050668|000180|20210214||||||||
O|0180173741|000190|0056|0001|AVGHR208/A/9|1|PC|2000050668|000190|20210214||||||||
O|0180173741|000200|0056|0001|AVGHR208/A/7|3|PC|2000050668|000200|20210214||||||||
O|0180173741|000210|0056|0001|AVGHR208/A/5|1|PC|2000050668|000210|20210214||||||||
O|0180173741|000220|0056|0001|AVGHR208/A/L|2|PC|2000050668|000220|20210214||||||||
