Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180181298|000010|0056|0001|MCJYPL03/GY/25|3|PC|2000052243|000010|20210516||||||||
O|0180181298|000020|0056|0001|MCJYPL03/GY/28|4|PC|2000052243|000020|20210516||||||||
O|0180181298|000030|0056|0001|MCJYPL03/GY/29|4|PC|2000052243|000030|20210516||||||||
O|0180181298|000040|0056|0001|MCJYPL03/GY/30|4|PC|2000052243|000040|20210516||||||||
O|0180181298|000050|0056|0001|MCJYPL03/NV/25|3|PC|2000052243|000050|20210516||||||||
O|0180181298|000060|0056|0001|MCJYPL03/NV/26|3|PC|2000052243|000060|20210516||||||||
O|0180181298|000070|0056|0001|MCJYPL03/NV/27|4|PC|2000052243|000070|20210516||||||||
O|0180181298|000080|0056|0001|MCJYPL03/NV/28|4|PC|2000052243|000080|20210516||||||||
O|0180181298|000090|0056|0001|MCJYPL03/NV/29|4|PC|2000052243|000090|20210516||||||||
O|0180181298|000100|0056|0001|MCJYPL03/NV/30|4|PC|2000052243|000100|20210516||||||||
O|0180181298|000110|0056|0001|MNJYPL04/DTPK/25|4|PC|2000052243|000110|20210516||||||||
O|0180181298|000120|0056|0001|MNJYPL04/DTPK/26|4|PC|2000052243|000120|20210516||||||||
O|0180181298|000130|0056|0001|MNJYPL04/DTPK/27|4|PC|2000052243|000130|20210516||||||||
O|0180181298|000140|0056|0001|MNJYPL04/DTPK/28|4|PC|2000052243|000140|20210516||||||||
O|0180181298|000150|0056|0001|MNJYPL04/DTPK/29|4|PC|2000052243|000150|20210516||||||||
O|0180181298|000160|0056|0001|MNJYPL04/DTPK/30|4|PC|2000052243|000160|20210516||||||||
