Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180176592|000010|0056|0001|19230251|3|PC|2000051343|000010|20210322||||||||
O|0180176592|000020|0056|0001|19230252|2|PC|2000051343|000020|20210322||||||||
O|0180176592|000030|0056|0001|19230254|3|PC|2000051343|000030|20210322||||||||
O|0180176592|000040|0056|0001|19250273|2|PC|2000051343|000040|20210322||||||||
O|0180176592|000050|0056|0001|19250276|2|PC|2000051343|000050|20210322||||||||
O|0180176592|000060|0056|0001|19250361|3|PC|2000051343|000060|20210322||||||||
O|0180176592|000070|0056|0001|19250362|3|PC|2000051343|000070|20210322||||||||
O|0180176592|000080|0056|0001|19940041|6|PC|2000051343|000080|20210322||||||||
O|0180176592|000090|0056|0001|19948053|3|PC|2000051343|000090|20210322||||||||
O|0180176592|000100|0056|0001|20010231|6|PC|2000051343|000100|20210322||||||||
O|0180176592|000110|0056|0001|20010232|6|PC|2000051343|000110|20210322||||||||
O|0180176592|000120|0056|0001|20010233|6|PC|2000051343|000120|20210322||||||||
O|0180176592|000130|0056|0001|20010234|0|PC|2000051343|000130|20210322||||||||
O|0180176592|000140|0056|0001|20018081|6|PC|2000051343|000140|20210322||||||||
O|0180176592|000150|0056|0001|20018082|6|PC|2000051343|000150|20210322||||||||
O|0180176592|000160|0056|0001|20018083|6|PC|2000051343|000160|20210322||||||||
O|0180176592|000170|0056|0001|20018084|6|PC|2000051343|000170|20210322||||||||
O|0180176592|000180|0056|0001|20160071|4|PC|2000051343|000180|20210322||||||||
O|0180176592|000190|0056|0001|20160073|4|PC|2000051343|000190|20210322||||||||
