Order_type|Inbound_order|Inbound_item|Store_id|StorageLocation|ItemCode|Qty|UOM|PO_NUMBER|PO_ITEM|DELIV_DATE|HEADER_TEXT|ITEM_TEXT|VBN|MANU_DATE|EXPR_DATE|Remarks1|Remarks2|Remarks3
O|0180177817|000010|0056|0001|MCJLK02/BK/25|2|PC|2000051563|000010|20210405||||||||
O|0180177817|000020|0056|0001|MCJLK02/BK/26|3|PC|2000051563|000020|20210405||||||||
O|0180177817|000030|0056|0001|MCJLK02/BK/27|6|PC|2000051563|000030|20210405||||||||
O|0180177817|000040|0056|0001|MCJLK02/BK/28|6|PC|2000051563|000040|20210405||||||||
O|0180177817|000050|0056|0001|MCJLK02/BK/29|6|PC|2000051563|000050|20210405||||||||
O|0180177817|000060|0056|0001|MCJLK02/BK/30|6|PC|2000051563|000060|20210405||||||||
O|0180177817|000070|0056|0001|MCJLK02/GY/27|6|PC|2000051563|000070|20210405||||||||
O|0180177817|000080|0056|0001|MCJLK02/GY/28|6|PC|2000051563|000080|20210405||||||||
O|0180177817|000090|0056|0001|MCJLK02/GY/29|6|PC|2000051563|000090|20210405||||||||
O|0180177817|000100|0056|0001|MCJLK02/GY/30|6|PC|2000051563|000100|20210405||||||||
O|0180177817|000110|0056|0001|MNCA05/FS/23|12|PC|2000051563|000110|20210405||||||||
O|0180177817|000120|0056|0001|MNCA05/FS/24|15|PC|2000051563|000120|20210405||||||||
O|0180177817|000130|0056|0001|MNCA05/FS/25|9|PC|2000051563|000130|20210405||||||||
O|0180177817|000140|0056|0001|MNCA05/FS/26|12|PC|2000051563|000140|20210405||||||||
O|0180177817|000150|0056|0001|MNCA05/FS/27|13|PC|2000051563|000150|20210405||||||||
O|0180177817|000160|0056|0001|MNCA05/FS/28|10|PC|2000051563|000160|20210405||||||||
O|0180177817|000170|0056|0001|MNCA05/PK/23|6|PC|2000051563|000170|20210405||||||||
O|0180177817|000180|0056|0001|MNCA05/PK/24|7|PC|2000051563|000180|20210405||||||||
O|0180177817|000190|0056|0001|MNCA05/PK/25|8|PC|2000051563|000190|20210405||||||||
O|0180177817|000200|0056|0001|MNCA05/PK/26|9|PC|2000051563|000200|20210405||||||||
O|0180177817|000210|0056|0001|MNCA05/PK/27|5|PC|2000051563|000210|20210405||||||||
O|0180177817|000220|0056|0001|MNCA05/PK/28|7|PC|2000051563|000220|20210405||||||||
O|0180177817|000230|0056|0001|FZMKJ10/NV/25|6|PC|2000051563|000230|20210405||||||||
O|0180177817|000240|0056|0001|FZMKJ10/NV/26|6|PC|2000051563|000240|20210405||||||||
O|0180177817|000250|0056|0001|FZMKJ10/NV/27|6|PC|2000051563|000250|20210405||||||||
O|0180177817|000260|0056|0001|FZMKJ10/NV/28|6|PC|2000051563|000260|20210405||||||||
O|0180177817|000270|0056|0001|FZMKJ10/NV/29|6|PC|2000051563|000270|20210405||||||||
O|0180177817|000280|0056|0001|FZMKJ10/NV/30|6|PC|2000051563|000280|20210405||||||||
O|0180177817|000290|0056|0001|FZMKJ10/PK/25|6|PC|2000051563|000290|20210405||||||||
O|0180177817|000300|0056|0001|FZMKJ10/PK/26|6|PC|2000051563|000300|20210405||||||||
O|0180177817|000310|0056|0001|FZMKJ10/PK/27|6|PC|2000051563|000310|20210405||||||||
O|0180177817|000320|0056|0001|FZMKJ10/PK/28|5|PC|2000051563|000320|20210405||||||||
O|0180177817|000330|0056|0001|FZMKJ10/PK/29|6|PC|2000051563|000330|20210405||||||||
O|0180177817|000340|0056|0001|FZMKJ10/PK/30|6|PC|2000051563|000340|20210405||||||||
O|0180177817|000350|0056|0001|MCFYSP10/NV/19|11|PC|2000051563|000350|20210405||||||||
O|0180177817|000360|0056|0001|MCFYSP10/NV/20|12|PC|2000051563|000360|20210405||||||||
O|0180177817|000370|0056|0001|MCFYSP10/NV/21|12|PC|2000051563|000370|20210405||||||||
O|0180177817|000380|0056|0001|MCFYSP10/NV/22|12|PC|2000051563|000380|20210405||||||||
O|0180177817|000390|0056|0001|MCFYSP10/NV/23|12|PC|2000051563|000390|20210405||||||||
O|0180177817|000400|0056|0001|MCFYSP10/NV/24|12|PC|2000051563|000400|20210405||||||||
O|0180177817|000410|0056|0001|MCMKJ15/BK/25|12|PC|2000051563|000410|20210405||||||||
O|0180177817|000420|0056|0001|MCMKJ15/BK/26|12|PC|2000051563|000420|20210405||||||||
O|0180177817|000430|0056|0001|MCMKJ15/BK/27|12|PC|2000051563|000430|20210405||||||||
